Beta,Beta_err,E_peak[GeV],det_sig,curv_sig,source_name
0.5288,0.1589,1.8119,12.4026,5.385,J1818.6+1316
0.3328,0.0705,0.39262,14.9785,7.187,J1818.6-1533
0.5325,0.1929,0.81508,7.1886,4.692,J1818.6-3206
0.1848,0.1137,0.81579,5.6781,1.945,J1818.8-0828
0.5259,2.4405,0.77872,6.8877,3.53,J1819.4-1102
0.2713,0.92,0.22665,4.593,2.132,J1819.9-1300
0.3117,0.1347,0.889,7.5297,3.335,J1819.9-2926
0.9999,,1.8706,9.6487,5.958,J1819.9-1530
0.5017,0.2533,1.6648,7.9764,3.725,J1820.7-3217
0.0929,0.082,22.999,7.6952,1.249,J1821.6+6636
0.4568,0.0994,0.68911,7.0014,3.976,J1822.6-2502
0.1865,0.129,0.35735,6.006,2.037,J1822.8-1118
0.3731,0.142,1.2384,10.4406,3.47,J1822.9-4718
1.0,,1.2467,6.7229,5.081,J1823.2+1209
0.1978,0.0385,0.87647,27.4967,7.279,J1823.3-1340
0.5604,0.2739,1.7159,6.7845,3.845,J1823.8-3544
0.1574,0.1114,0.21584,6.0462,1.673,J1824.2+1231
0.6855,0.1371,3.8295,19.6715,8.412,J1824.2-0621
0.3289,0.1232,1.8314,13.6705,4.089,J1824.2-5427
0.4774,0.3702,2.127,5.7811,2.663,J1824.7+2403
0.4359,0.2442,0.9949,4.8017,2.778,J1825.9-3153
0.2015,0.2011,0.20681,4.5662,1.264,J1825.9-5614
0.4384,0.2296,0.63081,5.5837,3.241,J1826.2-2830
0.4983,0.1214,0.70174,8.0589,4.929,J1826.5-1202
0.9846,0.1791,3.8845,4.2111,2.354,J1827.2+4303
0.3699,0.0978,1.5026,15.9853,5.479,J1827.5+1141
0.8617,0.6427,1.8347,5.5636,3.02,J1828.1-1312
0.3378,0.1341,2.2769,4.6435,2.218,J1828.2-3252
0.989,,0.87418,5.7905,4.105,J1829.6-2545
0.9999,,1.8766,5.5706,3.201,J1829.6-4310
-0.1041,0.1093,10.344,4.6547,1.406,J1830.0-1515
0.6015,0.2301,0.90207,7.7244,4.711,J1830.1-0212
-0.1366,0.0542,11.133,4.1937,1.705,J1830.1-1440
0.2201,0.0734,1.1542,18.1698,3.527,J1830.7-1634
0.4577,0.1458,1.9916,12.3781,5.098,J1830.8-3132
0.4302,0.1168,2.0156,16.9531,5.852,J1831.1-6503
0.1705,0.1136,0.4843,6.7062,2.133,J1831.6-0223
0.089,0.0976,0.34261,5.1679,1.11,J1832.4-0152
0.5409,0.2196,1.3309,6.4736,4.059,J1833.0-3840
0.6172,0.1082,0.78739,7.3971,5.594,J1834.2-0827
0.6486,0.265,1.5532,7.7714,3.687,J1834.3+0613
0.5199,0.1613,1.2468,9.1291,5.892,J1834.7-0724
0.4468,0.1249,0.75605,9.0509,6.032,J1834.9-0800
0.3345,0.1325,0.78803,7.743,3.664,J1834.9-2819
0.0923,0.0972,0.031897,5.4982,1.132,J1835.3-2439
0.567,0.2139,0.96922,8.3785,4.242,J1836.8-2354
0.2639,0.2298,10.802,4.442,1.594,J1836.9+4439
0.2995,0.2406,0.63607,4.3186,2.748,J1838.0-0516
0.4604,0.3229,1.0661,4.1894,2.752,J1838.1-3352
0.2697,0.1551,0.95388,6.472,2.371,J1838.2+3223
0.2963,0.4377,0.94809,6.1746,2.318,J1838.4-0630
0.3959,0.1437,0.94858,6.0021,4.642,J1838.4-0545
0.0267,0.1006,6.5307e-05,4.1586,0.272,J1838.5+3837
0.2266,0.1186,0.57976,5.917,1.926,J1839.0-1502
0.976,,1.8702,6.2227,3.147,J1840.4-1705
0.8248,0.2716,1.7401,9.1385,5.326,J1840.4-1139
0.0567,0.0967,0.47992,4.0806,0.651,J1841.3-4442
-0.0784,0.0561,5.6822,4.3861,1.079,J1841.6+7113
0.6167,0.1684,2.0126,13.7016,6.25,J1842.1+2737
0.1678,0.1157,0.20816,4.539,2.06,J1842.2-0328
0.2168,0.1188,1.0815,7.9342,2.612,J1843.3-1242
0.1639,0.241,0.23302,4.7532,1.806,J1843.7-0326
0.3787,0.1111,1.1508,5.6077,2.63,J1844.8-0957
1.0,,2.3111,5.1,3.84,J1845.0+0159
0.3255,0.0913,0.92289,15.0713,5.139,J1845.8-2521
0.5388,0.268,3.1365,8.3556,3.507,J1846.0+0507
0.5164,0.2103,1.003,6.7951,4.861,J1846.9-0247
0.6373,0.2858,1.8635,5.7194,3.734,J1847.0-0625
0.3484,0.0889,0.61297,11.4064,6.591,J1847.2-0141
0.1938,0.4274,0.51565,5.1983,2.573,J1847.2-0200
0.5143,0.255,2.1289,5.8999,3.423,J1847.7-3433
0.2288,0.117,0.63107,5.9182,2.757,J1848.2-0016
-0.0253,0.0823,3.1212,4.1502,0.274,J1848.7-6307
0.1274,0.2575,0.30774,5.3023,2.218,J1849.4-0117
0.0448,0.0757,0.11219,4.984,0.734,J1850.2-0201
0.4685,0.2091,0.80212,6.6628,3.719,J1850.8-1105
0.1783,0.0767,0.42656,8.5826,3.013,J1851.5+0718
0.6355,0.2031,2.071,10.1884,4.933,J1852.2-1309
0.1334,0.0743,0.26066,8.6744,2.418,J1852.6+0203
0.4413,0.2548,0.59251,4.9001,2.809,J1853.2-0922
0.1506,0.145,0.27602,5.7217,1.284,J1853.3-2447
0.2133,0.1446,0.94643,5.1601,1.708,J1853.6-0620
0.7427,0.1518,0.64742,4.6504,2.702,J1853.8-1107
0.3984,0.2403,2.0662,4.6157,2.929,J1854.3-3640
0.2521,0.0932,0.93711,10.7337,5.206,J1854.7+0153
-0.0041,0.0508,1321400000000.0,5.1314,0.062,J1855.2+0756
0.2187,0.0736,0.26666,9.2997,4.131,J1855.2+0456
0.9991,,0.7441,7.9748,5.309,J1855.3-0740
0.8043,0.2619,1.0815,6.7443,4.473,J1855.6-3603
0.2416,0.1492,1.5667,7.2972,3.546,J1855.8+0150
0.0689,0.0646,0.8853,8.7595,1.201,J1856.1-1222
0.2342,0.1427,0.56188,7.0744,2.063,J1856.5+1735
0.6816,0.2391,3.7667,9.1137,5.066,J1857.1+0056
0.3852,0.1808,1.7998,8.6997,4.664,J1857.4+0106
0.2802,0.1391,0.85176,7.0753,2.755,J1857.8-3220
0.4443,0.0928,0.74002,16.0634,8.904,J1858.0+0354
0.5652,3.0841,0.60573,4.2422,2.481,J1858.0-1052
0.4537,0.127,1.1472,15.5899,5.569,J1858.3-5424
0.6209,0.2563,0.99843,6.8386,4.242,J1858.3-1318
0.2123,0.1474,0.33785,6.327,1.881,J1858.5-4446
0.6259,0.313,0.87538,6.0382,3.468,J1858.9+3636
0.329,0.184,0.89335,6.8215,2.769,J1859.2-0706
0.1682,0.0855,0.58538,8.5699,2.589,J1859.3+0058
-0.0734,0.046,32.468,4.2543,1.192,J1859.8+1545
0.3435,0.1639,0.96882,7.5553,3.05,J1900.4-4941
0.328,0.0907,0.71191,12.6662,6.521,J1900.4+0339
0.427,0.0934,0.55918,10.4015,7.302,J1900.7+0426
0.4125,0.1247,0.4345,7.4814,5.57,J1900.9+0538
0.2805,0.1065,1.1171,10.8088,4.59,J1901.1+0730
0.1928,0.1605,2.6911,4.2969,1.594,J1901.5-2208
0.1565,0.0998,0.27233,7.6751,1.947,J1901.5-1112
0.4791,0.1929,1.6014,8.1636,3.675,J1901.8-0718
0.3769,0.097,0.69063,9.9613,6.526,J1902.2+0448
0.6831,0.3334,1.3054,5.725,3.693,J1902.4-3417
0.229,0.0881,1.0319,11.4571,4.156,J1902.5+0654
0.302,0.2722,0.33698,4.0756,1.356,J1902.7-3246
0.6755,0.3043,0.79768,5.0747,3.779,J1903.5-0825
0.3354,0.175,0.60555,5.6241,2.745,J1904.0-5925
0.0711,0.1003,0.012643,5.2531,0.795,J1904.6-2713
0.3817,0.0825,0.75247,19.3815,7.005,J1904.7-0708
0.2198,0.1283,0.53199,5.5106,2.222,J1905.2-5120
0.6404,0.3018,0.73462,8.6861,3.243,J1905.8+4942
0.9264,0.3572,1.7257,7.9728,4.626,J1906.0-1718
0.8752,0.1861,3.3283,9.5148,5.038,J1906.1+1651
0.6867,0.3236,1.3206,5.2211,2.931,J1906.4-2001
0.1899,0.1103,0.82271,8.9866,1.943,J1906.4-1757
0.2282,0.0417,0.8289,19.6119,8.097,J1906.9+0712
0.1097,0.2277,0.068393,4.5146,0.719,J1907.7-4037
0.3696,0.0893,0.50692,10.9474,6.626,J1908.7+0812
0.4395,0.0831,1.3882,21.0456,7.699,J1908.8-0131
0.3543,0.2119,1.2817,6.2987,2.705,J1909.2+4646
0.7321,0.3923,0.62839,5.7924,2.259,J1910.1-4704
0.0996,0.1243,0.78736,9.0768,2.389,J1910.2+0904
0.4475,0.2054,0.69576,10.6599,3.668,J1910.7-5320
0.6596,0.3277,1.6275,6.5672,3.667,J1911.4-4856
0.6,0.3626,0.71972,5.0173,3.018,J1912.2+3621
0.4263,0.1404,0.3362,8.0233,4.973,J1912.5+1320
0.4396,0.177,1.5738,9.2088,3.987,J1912.7+4610
0.4793,0.1032,0.77457,9.9871,7.168,J1912.7+0957
0.57,0.2105,1.5914,10.131,4.939,J1913.4-1526
0.3508,0.1773,0.59614,5.174,2.901,J1914.6-1157
0.2984,0.4336,0.76737,6.6193,3.452,J1914.7+1012
0.4047,0.0955,0.52132,10.0239,6.783,J1915.3+1149
0.3123,0.0961,2.6291,18.2624,5.068,J1916.8-3025
0.3011,0.1671,0.66224,6.6623,2.46,J1917.6-3204
1.0,,1.3093,6.8102,4.199,J1919.1+2354
0.5667,0.1528,0.33063,6.0466,4.987,J1919.4+1313
0.2038,0.0945,0.72243,10.903,3.06,J1920.0-2622
0.9598,0.3147,1.3857,5.789,4.336,J1920.7+1334
0.4843,0.2626,1.3524,5.679,2.794,J1921.1+1930
0.3575,0.1472,0.50834,5.4139,4.018,J1922.4+1453
0.4004,0.2335,0.93628,5.6412,2.622,J1922.5-5233
0.3807,0.1269,0.56451,7.6415,5.559,J1922.7+1428
0.1518,0.0967,0.53187,4.7824,2.18,J1924.3+1601
0.4854,0.1562,2.3192,12.3878,5.215,J1924.8-1035
0.3162,0.1205,0.46598,7.075,4.133,J1925.3+1522
0.0221,0.035,0.0051208,12.0595,0.713,J1925.4+1616
0.1571,0.0709,0.2896,8.9027,3.077,J1926.4+1602
0.3992,0.0985,0.72895,12.0971,6.937,J1929.0+1729
0.3525,0.0783,0.6225,15.7964,7.269,J1931.1+1656
0.2751,0.1713,0.28053,5.7527,2.387,J1933.4-2711
0.9989,,0.73261,5.6604,3.128,J1934.2-1446
0.2658,0.177,0.31729,4.3162,1.991,J1934.2+1036
0.0922,0.1238,0.044629,4.3326,0.87,J1935.0-0553
0.6762,0.4658,1.8269,5.4459,3.252,J1936.6+1921
-0.0112,0.0743,1015900.0,4.1874,0.145,J1937.1-0444
0.4403,0.2661,0.51127,4.2907,2.52,J1939.7-1242
0.2626,0.1091,0.70753,10.675,3.382,J1940.2-2511
0.3609,0.1894,0.98359,5.6405,2.468,J1943.9+2841
0.4558,0.2265,3.4794,9.5779,3.619,J1944.8+4301
0.2963,0.1467,1.1426,6.7368,2.875,J1946.5-1527
0.5787,0.2712,3.0951,6.801,3.802,J1947.0+0031
0.4918,0.407,3.1289,4.5268,2.1,J1947.1+1729
0.2197,0.0978,0.59159,8.8729,2.906,J1947.6-1121
0.1796,0.1758,0.39497,4.586,1.335,J1948.0-2845
0.7645,0.2084,2.0603,7.2387,4.408,J1948.9+3414
0.3048,0.1127,0.81665,9.2697,3.807,J1949.2-1453
0.2857,0.1387,0.41286,6.3494,3.186,J1950.6+2416
0.6109,0.2476,0.88588,7.1795,4.645,J1951.0+2523
0.2124,0.2217,0.54254,5.7393,1.404,J1951.3-8015
0.3722,0.0969,0.65303,7.8631,3.803,J1951.6+2621
0.1012,0.0975,0.26716,10.7896,1.456,J1953.5+3841
0.8389,0.3628,1.6029,5.0806,3.51,J1954.5+2420
0.364,0.1738,0.3582,5.4401,3.433,J1954.8+2543
-0.0717,0.0459,38.617,5.9511,1.227,J1955.3-5032
1.0,,2.2364,6.9135,3.977,J1956.6-7011
0.1575,0.156,1.1152,4.5172,1.144,J1957.6+1230
0.9993,,10.581,6.1677,3.24,J1959.3-6121
0.3357,0.2036,0.76062,4.3787,2.605,J1959.9+1833
0.614,1.121,0.38487,4.3737,1.387,J2001.5-0958
-0.0482,0.0399,92.963,5.892,1.07,J2005.8+3357
0.2163,0.2804,58.718,4.1131,1.094,J2006.0-6538
-0.0056,0.0791,48685000.0,4.5642,0.062,J2006.4-0354
0.2572,0.1436,2.0303,8.1188,2.526,J2007.2-3157
0.3266,0.1907,1.4471,8.6566,3.892,J2007.9+2511
0.9992,0.0456,7.8607,5.3194,1.738,J2008.4+1619
0.6124,0.2488,2.5478,7.2854,4.026,J2009.9-2116
-0.1222,0.0334,5.3501,6.1349,2.267,J2012.1-5234
0.3764,0.2833,12.881,4.1984,1.78,J2013.9-8717
1.0,,7.0039,6.4564,3.708,J2017.3+3525
0.1148,0.1204,0.99852,4.0994,1.133,J2019.6+0616
0.9998,0.0644,48.193,4.2923,2.813,J2021.9+3609
0.1791,0.126,0.17158,7.0677,1.763,J2023.3-1947
0.6895,0.2693,2.1971,4.6501,2.921,J2026.0+4718
0.5713,0.2298,3.3242,9.3406,4.127,J2026.3+1431
0.6987,0.1519,0.92645,16.1889,7.868,J2027.0+2811
0.6469,0.5006,1.0153,4.5958,1.463,J2029.4+1013
1.0,,0.91905,9.8799,5.702,J2029.5-4237
0.045,0.0847,372.4,6.4346,0.566,J2030.3-5038
0.9646,0.301,10.154,5.3467,2.464,J2030.5+2235
0.7886,0.1311,2.6886,23.298,10.871,J2035.0+3632
-0.0332,0.073,89506.0,4.9752,0.411,J2035.3+0557
0.3461,0.2734,1.32,5.5892,2.224,J2036.2-0207
0.1688,0.1845,0.18555,4.3935,1.325,J2036.3+5642
0.1534,0.0994,0.14587,10.3725,2.038,J2037.0-2826
0.3819,0.083,0.39474,16.3195,7.468,J2038.4+4212
0.4005,0.1485,1.0247,12.5249,4.18,J2039.4-3616
0.2562,0.0408,1.2832,41.8061,8.962,J2039.5-5617
0.1214,0.1573,0.031635,4.4543,0.966,J2040.1-3137
0.1013,0.1108,0.096642,4.4024,1.063,J2040.4+0312
0.0609,0.0771,0.44289,7.5352,0.877,J2041.1-6138
0.3085,0.0535,0.9494,27.9197,8.101,J2041.1+4736
-0.0226,0.0762,53.269,4.3178,0.26,J2042.1-5320
0.0634,0.0792,0.71148,6.151,0.893,J2042.7+1519
0.3584,0.213,1.1633,4.6658,2.751,J2043.9+2051
0.719,0.1757,1.8871,16.2465,6.787,J2043.9-4802
0.0108,0.0737,0.016044,4.567,0.147,J2045.6+2455
0.7383,0.2546,2.1595,11.3356,5.059,J2045.9-6835
0.2767,0.1444,0.74391,9.821,2.665,J2046.1-1626
0.1137,0.1275,5.4797,5.665,1.078,J2046.9-5409
0.9344,0.2579,0.28976,5.4449,3.991,J2047.5+4356
0.0373,0.1424,0.0017648,4.4642,0.225,J2048.4-2517
0.0904,0.1353,0.18054,5.8435,0.906,J2050.0+4114
0.3462,0.244,1.3713,4.3628,2.409,J2050.4-3015
0.0325,0.078,0.069857,4.4584,0.426,J2052.1+5539
0.5131,0.213,0.60182,8.7481,4.666,J2052.3+4437
0.1303,0.1011,0.10982,5.4779,1.553,J2052.8+5739
0.1104,0.0873,0.13557,7.2957,1.466,J2054.1-4054
0.3464,0.1087,0.95116,11.9881,4.472,J2054.2+6904
0.1637,0.0956,0.37164,9.2199,2.187,J2056.4-5922
0.6348,0.3159,2.0032,5.8858,3.437,J2058.0+3338
0.0917,0.1907,2950.5,4.7826,0.593,J2058.5-1833
0.4519,0.2412,0.51,5.5924,1.827,J2100.0+1445
0.0578,0.082,0.082079,6.9915,0.744,J2100.0-4356
0.1995,0.1864,0.3359,4.2913,1.663,J2101.8+5044
0.737,0.2984,1.3682,6.5809,3.83,J2104.0+4623
-0.0488,0.0337,19.231,8.6712,1.248,J2104.4+2116
0.0905,0.0868,0.97136,8.0779,1.271,J2105.9+7508
0.1245,0.1344,0.2213,4.1301,1.079,J2107.7+3529
0.2231,0.065,0.28449,13.7746,3.865,J2108.0+5155
0.347,0.1304,31.769,9.5904,3.262,J2109.6+3954
0.4224,0.0451,2.1442,50.3083,14.871,J2112.5-3043
0.1768,0.0871,0.51287,10.4693,2.553,J2114.3+5023
-0.0335,0.0472,107.8,7.1942,0.618,J2114.9-3326
0.9986,,0.96803,11.5658,6.523,J2116.2+3701
0.2801,0.1362,0.93231,10.2526,3.003,J2117.0+1344
0.1104,0.0933,2.9578,8.9042,1.514,J2117.1-5307
0.1188,0.0897,0.33765,10.794,1.706,J2117.9+3729
0.237,0.2172,31.346,4.0873,1.449,J2118.3+4055
0.1455,0.1063,0.13913,5.0974,1.815,J2120.0+5257
0.9998,,4.9647,5.3115,3.828,J2121.8-3412
0.1129,0.1303,12.079,5.2113,0.987,J2125.6+0458
0.111,0.0584,0.34635,14.5111,2.881,2129.9+5833e
0.9985,,0.88519,5.1756,3.681,J2130.8+2649
0.5041,0.323,0.71992,4.6202,2.389,J2131.4-1124
0.59,0.129,1.2646,20.9141,7.038,J2133.1-6432
0.1263,0.1368,0.10324,5.2419,1.065,J2141.4+0733
-0.0626,0.053,6.0008,6.7286,0.983,J2142.5-2029
0.1029,0.0891,0.13346,6.6792,1.455,J2143.4+6608
0.9995,,3.8501,5.6625,3.549,J2144.2+7709
0.4349,0.3754,4.1049,6.0223,1.831,J2151.2-4034
0.0362,0.076,0.00032292,8.67,0.508,J2152.0+4718
0.0575,0.0795,190.24,10.7288,0.805,J2159.6-4620
0.6162,0.2349,2.0623,12.1375,3.733,J2201.0-6928
0.0752,0.1329,0.0016012,4.2887,0.677,J2205.8-8254
0.0056,0.0917,1257800.0,4.7786,0.063,J2207.1+2222
0.1792,0.0392,0.57895,21.8474,6.611,2208.4+6443e
0.2869,0.1551,0.097764,6.7656,2.576,J2209.2+3710
0.0993,0.1625,0.21614,4.5404,0.751,J2210.2+1624
0.5175,0.1296,1.2427,14.0851,6.491,J2212.4+0708
0.48,0.1849,1.552,9.3641,3.755,J2218.8+4736
0.677,0.2251,2.5378,12.9877,4.555,J2219.7-6837
0.3251,0.0864,0.42591,12.8926,5.164,J2220.8+6319
0.6097,0.4146,9.0674,4.3354,1.866,J2222.9+1507
0.0759,0.1037,6.4558,6.0214,0.806,J2225.8-0804
0.8673,0.2943,0.51022,6.239,3.036,J2227.1+6455
0.2343,0.1219,0.2834,6.4436,2.922,J2233.3+6530
0.0742,0.0758,2.4156,10.1648,1.115,J2234.2-4156
0.6128,0.5459,9.1064,4.3295,1.862,J2236.9+1839
0.0752,0.1173,6.7305,7.546,0.666,J2237.2-6726
0.4355,0.3007,0.10937,5.2397,1.943,J2237.6-5126
-0.0402,0.029,13.158,10.3158,1.11,J2240.3-5241
0.9946,,0.89047,5.1727,4.035,J2241.2+4303
0.5491,0.2122,1.8004,9.8981,3.91,J2241.4-8327
-0.0401,0.0692,1496.6,5.6893,0.532,J2247.7-5857
0.2837,0.7047,0.15787,5.8911,2.778,J2249.4+6222
0.0604,0.1256,0.41272,5.4748,0.555,J2249.9+0452
0.7733,0.2299,1.0329,13.5,6.42,J2250.5+3305
0.5693,0.3534,12.113,4.4326,1.939,J2250.6+5809
0.0817,0.146,0.052716,5.6368,0.65,J2255.4-3252
0.1776,0.1508,17.617,5.4213,1.629,J2303.9+5554
0.1169,0.0437,47.771,10.4479,3.542,2304.0+5406e
0.3672,0.3649,2.7037,4.5918,1.315,J2311.6-4427
0.3359,0.1904,0.28678,5.4389,2.606,J2312.4+8253
-0.077,0.0722,29.005,4.6319,0.785,J2316.7-3144
-0.0772,0.0601,25.108,5.3103,1.024,J2316.8-2518
-0.0299,0.0409,3.1723,9.6641,0.65,J2317.7+2839
0.3047,0.1561,0.61673,6.8058,3.21,J2317.8+6140
0.1857,0.4919,20.633,5.0246,0.9,J2320.2+0707
0.2289,0.1903,4.4638,5.8057,1.36,J2321.9-4842
0.0142,0.098,2.3549e-06,4.2952,0.146,J2323.1+2040
0.6059,0.4395,2.8064,5.1549,2.194,J2323.9+2519
0.1825,0.149,0.029103,5.8517,1.529,J2324.6+3115
0.2053,0.1851,0.085812,4.0953,1.381,J2326.5+8555
-0.0501,0.0651,1277.8,5.0058,0.621,J2326.9-4130
0.0221,0.1082,6.638e-09,4.3689,0.175,J2330.5-2445
0.0542,0.1315,8.8902,4.3784,0.428,J2331.6+4430
0.328,0.1013,1.2945,19.3826,4.466,J2333.1-5527
0.5468,0.3672,2.0184,4.4527,1.909,J2336.2-0715
0.0024,0.0954,5.9075,5.5888,0.0,J2336.9-8427
0.5755,0.4391,2.7143,4.1659,1.841,J2337.7-2903
-0.013,0.0626,165.08,6.3641,0.191,J2339.4+3008
0.2747,0.1225,0.86166,9.5446,2.948,J2342.4-4739
0.9777,,5.2026,8.4737,3.128,J2343.0-4756
0.0163,0.0369,9.918e-08,20.8201,0.457,J2347.9-5106
0.1718,0.2002,0.60244,4.5013,1.049,J2351.4-2818
-0.0445,0.0447,1123.2,8.5764,0.884,J2353.2+3135
0.0604,0.0957,0.002726,4.8604,0.785,J2353.5+6646
0.4291,0.1928,1.0719,9.3059,3.069,J2355.2-5247
0.1704,0.0801,0.2483,14.5845,2.725,J2355.5-6614
0.0633,0.0943,0.023573,5.1143,0.761,J2357.8+6839
0.6137,0.3765,0.75451,5.3262,2.592,J2359.3+1444
